Word,SS,Lw,Ec,Ci,At,Li,EE,ME,Sp,Me,mean,,,
technique,0.546029091,0.571244299,0.466581613,0.488367528,0.509766519,0.502130747,0.642519712,0.668053865,0.579333484,0.527413547,0.550144041,,,
take,0.503286898,0.260405749,0.247763366,0.235519335,0.322575778,0.417480946,0.342311859,0.395292312,0.258402377,0.381993949,0.336503257,,,
formal,0.678014696,0.356209099,0.350570142,0.347660035,0.338009268,0.359555751,0.681071043,0.561446428,0.398277968,0.411378205,0.448219264,,,
security,0.735876918,0.613770843,0.475726843,0.501915038,0.667762756,0.572410643,0.776336253,0.771012306,0.619043171,0.652059615,0.638591439,,,
character,0.635962903,0.547753453,0.442687184,0.492290586,0.68329066,0.603630245,0.711406946,0.67715621,0.553244114,0.562203884,0.590962619,,,
web,0.856204808,0.655020595,0.6023404,0.528064191,0.728252411,0.558914125,0.806639552,0.735468566,0.714182675,0.653919816,0.683900714,,,
film,0.826181054,0.759629965,0.775262058,0.758062959,0.806124687,0.798325777,0.763362169,0.799648583,0.743055105,0.765881419,0.779553378,,,
defined,0.613094211,0.396892726,0.302992821,0.48143661,0.37101233,0.435317814,0.611419916,0.536578238,0.40621689,0.381796807,0.453675836,,,
component,0.592268646,0.504758894,0.43213737,0.334179312,0.534241915,0.412793934,0.623235703,0.659286439,0.33254385,0.458296835,0.48837429,,,
center,0.758953452,0.589338541,0.561275661,0.506603956,0.5059793,0.606440604,0.713107705,0.792946339,0.527682781,0.704607069,0.626693541,,,
engineer,0.826990426,0.708974779,0.637314677,0.722451925,0.631568193,0.736403406,0.84740597,0.880163372,0.571350574,0.76489979,0.732752311,,,
paper,0.649753332,0.451257855,0.444315374,0.423964977,0.408115655,0.467316747,0.632481575,0.628646374,0.506289959,0.553044617,0.516518646,,,
multiple,0.472392857,0.348701417,0.185540482,0.163348779,0.343161732,0.369647235,0.39869231,0.364686728,0.268944591,0.313124448,0.322824058,,,
book,0.600449741,0.557873845,0.555897295,0.488524139,0.554789484,0.551357031,0.616985917,0.613425136,0.584035933,0.610522509,0.573386103,,,
second,0.312194765,0.220512465,0.291978747,0.295471847,0.299104691,0.286647081,0.273865283,0.351961792,0.243787572,0.330953807,0.290647805,,,
environment,0.7721048,0.586882234,0.52126956,0.57899648,0.715200901,0.568677127,0.673540413,0.640406013,0.646990657,0.600602806,0.630467099,,,
although,0.367590874,0.292206109,0.273193717,0.326721698,0.301035643,0.348705858,0.393288761,0.386351585,0.291114062,0.29416436,0.327437267,,,
isbn,0.731358767,0.732014239,0.672575653,0.569449186,0.648520768,0.594941735,0.776334643,0.779680908,0.622020721,0.654746294,0.678164291,,,
similar,0.333896518,0.189627975,0.118101284,0.202327937,0.197778568,0.259402335,0.313514382,0.32937324,0.158018649,0.242421627,0.234446251,,,
organization,0.751355767,0.696332574,0.63422066,0.613573372,0.640835047,0.638472319,0.662919104,0.70068574,0.622206688,0.65667963,0.66172809,,,
award,0.846868694,0.771833539,0.744567215,0.768828571,0.791356206,0.728856921,0.841393828,0.835184753,0.745293558,0.768641055,0.784282434,,,
key,0.438791752,0.319001853,0.174124047,0.146950126,0.221510872,0.267783284,0.480547011,0.543310404,0.251714975,0.30903542,0.315276974,,,
provide,0.599489868,0.426705211,0.412966996,0.418022424,0.459251851,0.441551834,0.568243206,0.538643956,0.488723904,0.497604221,0.485120347,,,
scientist,0.791786969,0.653095782,0.653710663,0.627625465,0.620531499,0.615568221,0.772295833,0.720109284,0.604106128,0.640972376,0.669980222,,,
considered,0.413740098,0.2289837,0.191253766,0.293018073,0.340107232,0.302367985,0.369269222,0.372986406,0.296017259,0.286464363,0.309420811,,,
designed,0.579925895,0.375223398,0.297609597,0.415024012,0.518516302,0.434151083,0.619966209,0.592647195,0.369043767,0.476876318,0.467898378,,,
definition,0.587594509,0.327466697,0.470066249,0.50088495,0.443170041,0.500630379,0.586695373,0.553619623,0.463883042,0.428485364,0.486249623,,,
medium,0.839347064,0.59619242,0.559651196,0.516658366,0.5334481,0.578384459,0.696721137,0.694191396,0.550999939,0.597416878,0.616301095,,,
internet,0.806570768,0.682536423,0.705843925,0.746632993,0.703744173,0.648103297,0.819087327,0.750076115,0.647931576,0.63331151,0.714383811,,,
much,0.462052882,0.320590228,0.328001916,0.371762127,0.370289624,0.390837878,0.394159585,0.389013708,0.34420976,0.348422289,0.371934,,,
image,0.614670634,0.449582607,0.293027967,0.309815079,0.485176235,0.314393282,0.628828466,0.603318393,0.356004834,0.497287005,0.45521045,,,
open,0.617987275,0.444630474,0.421353877,0.231869012,0.24219355,0.253619522,0.526347041,0.469996899,0.367092937,0.527123034,0.410221362,,,
main,0.309005886,0.115839407,0.147538811,0.232025072,0.246808082,0.223067507,0.26724878,0.32942605,0.187094361,0.258613735,0.231666769,,,
life,0.63174516,0.438442141,0.53988415,0.450436652,0.503969848,0.452932596,0.507888377,0.487654686,0.498485953,0.510296762,0.502173632,,,
campus,0.889034271,0.820820928,0.811031818,0.598655462,0.845009089,0.863358736,0.848059118,0.875771761,0.75853008,0.818467975,0.812873924,,,
found,0.49269858,0.293950111,0.332663536,0.314463496,0.391984403,0.363468349,0.369722933,0.335476696,0.308417171,0.402014613,0.360485989,,,
artificial,0.761986971,0.645719886,0.336238414,0.435111225,0.461025685,0.433458984,0.822564363,0.718767703,0.350397319,0.520982862,0.548625341,,,
string,0.586224914,0.497579068,0.423690081,0.274491221,0.402098984,0.365177155,0.523988664,0.566745162,0.258060485,0.308034658,0.420609039,,,
property,0.630496144,0.512329042,0.434208244,0.477819294,0.431888908,0.476821482,0.474749833,0.497949839,0.402201146,0.315458357,0.465392229,,,
database,0.759765446,0.476715535,0.274389058,0.448562115,0.532961845,0.432321995,0.747338593,0.712759137,0.4571473,0.562286496,0.540424752,,,
specific,0.642937601,0.535076082,0.363267779,0.453771621,0.527697563,0.526836157,0.637534261,0.571436465,0.46507597,0.572523534,0.529615703,,,
processor,0.822200477,0.85649091,0.173704982,0.50353092,0.773589849,0.675794721,0.867886662,0.881104112,0.649284601,0.404261708,0.660784894,,,
conference,0.727523327,0.568725049,0.529990375,0.375492901,0.618353248,0.638790846,0.73541224,0.675859272,0.476625323,0.658175647,0.600494823,,,
related,0.573992491,0.341025382,0.34418416,0.315482557,0.428829193,0.408825368,0.480354518,0.49710831,0.330185175,0.387925476,0.410791263,,,
particular,0.628089726,0.459056079,0.333812267,0.382645726,0.386342287,0.409847647,0.51954484,0.535171092,0.384514719,0.40759781,0.444662219,,,
century,0.814645112,0.752827287,0.747372031,0.738975108,0.761098146,0.687049985,0.818166018,0.800697684,0.735829115,0.777069867,0.763373035,,,
physical,0.730248272,0.50934124,0.509679854,0.356407732,0.535301447,0.488990963,0.669670641,0.685981631,0.366436809,0.510558188,0.536261678,,,
address,0.697434187,0.535367787,0.32673341,0.357028097,0.471756279,0.361407936,0.701027274,0.460678369,0.414432436,0.385390103,0.471125588,,,
message,0.750894368,0.771266222,0.539140284,0.60177505,0.685113907,0.51886034,0.789788306,0.677889526,0.593215823,0.680112004,0.660805583,,,
performance,0.686819077,0.526780844,0.458377331,0.502281129,0.425693899,0.482572556,0.616551816,0.628420591,0.506916761,0.568259358,0.540267336,,,
sequence,0.744155943,0.597953498,0.46282509,0.275776953,0.552790821,0.54645592,0.680439591,0.640583038,0.444352239,0.622540951,0.556787404,,,
solution,0.66128248,0.542887211,0.355972111,0.333424747,0.534863591,0.563322842,0.658448875,0.684054315,0.384075463,0.403336406,0.512166804,,,
building,0.783978939,0.650404334,0.673890591,0.5556674,0.649276555,0.65746814,0.782933474,0.806378186,0.650952578,0.791210055,0.700216025,,,
compiler,0.673942685,0.772404075,0.453428775,0.344706357,0.77338773,0.314778298,0.89224267,0.740768135,0.482601404,0.246783167,0.56950433,,,
series,0.625506341,0.547062576,0.375252336,0.466112584,0.475034386,0.624588549,0.542091906,0.465755284,0.424049199,0.590561867,0.513601503,,,
run,0.475912988,0.257632494,0.231884077,0.336928219,0.374610335,0.298738003,0.547784567,0.47861892,0.29926905,0.329598635,0.363097729,,,
discipline,0.841351032,0.555607796,0.528100014,0.526816905,0.510601401,0.547792554,0.801271439,0.770465016,0.461230308,0.674638867,0.621787533,,,
major,0.47445181,0.428009659,0.452443212,0.395156741,0.338736117,0.368658096,0.428483218,0.493718386,0.389983863,0.438447833,0.420808893,,,
complex,0.588176191,0.402844906,0.306545436,0.181117728,0.406115413,0.394748151,0.510041535,0.501427531,0.334753364,0.377323985,0.400309424,,,
basic,0.443317026,0.329994678,0.160660729,0.243435785,0.276607007,0.312923282,0.432949781,0.442826688,0.192689851,0.39921084,0.323461567,,,
search,0.692001939,0.533338666,0.31146881,0.235545814,0.46579802,0.403002948,0.654131055,0.645340025,0.363146871,0.380407661,0.468418181,,,
rule,0.638924956,0.379851192,0.434544563,0.408671975,0.550349832,0.461932212,0.607724547,0.496539652,0.36173901,0.466083467,0.480636141,,,
written,0.48291868,0.402235717,0.294278651,0.301030576,0.394944787,0.314954668,0.516049683,0.429162949,0.36794281,0.428621411,0.393213993,,,
circuit,0.777779222,0.716811419,0.505957723,0.60706979,0.658151388,0.772082865,0.735566318,0.74408859,0.264427006,0.650823593,0.643275791,,,
expression,0.542883456,0.354907691,0.236069739,0.35747996,0.302223623,0.374145806,0.536251903,0.531602979,0.303609014,0.342107594,0.388128176,,,
individual,0.743656516,0.526491761,0.516951203,0.521139026,0.544240415,0.599137843,0.576999187,0.60294944,0.529070675,0.589429319,0.575006539,,,
among,0.562524796,0.439728588,0.428410619,0.325123101,0.389812022,0.360886335,0.526852965,0.590276182,0.397909135,0.492986083,0.451450983,,,
product,0.702289879,0.581510365,0.548056185,0.600029051,0.631104648,0.670936763,0.642867148,0.706028104,0.596097648,0.586834013,0.626575381,,,
output,0.570026219,0.380445719,0.327797204,0.317518532,0.520392895,0.463372111,0.718025386,0.613846898,0.367980689,0.410369605,0.468977526,,,
line,0.462079555,0.369435281,0.366017461,0.457644612,0.444748938,0.425787687,0.443341404,0.415900528,0.311696708,0.463006705,0.415965888,,,
effect,0.655140698,0.409858286,0.358790338,0.416262686,0.500750601,0.527059913,0.542915463,0.5649243,0.474715233,0.436192602,0.488661012,,,
government,0.756554008,0.673946559,0.499781907,0.478860974,0.704996705,0.693727255,0.728840709,0.720740616,0.696285248,0.71170342,0.66654374,,,
thus,0.429722756,0.328539789,0.210930496,0.338605314,0.369273245,0.307830095,0.389267594,0.424500614,0.265525818,0.359962821,0.342415854,,,
electronic,0.761451066,0.582077622,0.523743987,0.539200366,0.688680887,0.529636979,0.774167776,0.793531001,0.437844932,0.64908272,0.627941734,,,
pattern,0.500710666,0.491908163,0.24007383,0.191898033,0.463525295,0.42896831,0.574997842,0.473440289,0.470266014,0.343962759,0.41797512,,,
quantum,0.81294167,0.769448936,0.698102593,0.578789771,0.708151162,0.686935306,0.921899676,0.879830122,0.298986644,0.744094789,0.709918067,,,
faculty,0.877941489,0.79310292,0.794251502,0.666343749,0.635760784,0.755896866,0.797399819,0.888265371,0.801400721,0.714556098,0.772491932,,,
graphic,0.652074337,0.540005445,0.408229947,0.346675903,0.634365618,0.469954163,0.786779225,0.736529291,0.548247993,0.552736521,0.567559844,,,
city,0.737921298,0.691581368,0.706280947,0.572082341,0.633143485,0.663318157,0.723773837,0.732411146,0.650553703,0.737334669,0.684840095,,,
size,0.609076202,0.475444734,0.386676699,0.436493486,0.512925744,0.466302276,0.652875423,0.615489542,0.394183964,0.420011371,0.496947944,,,
professional,0.764183581,0.627804637,0.65421474,0.754714727,0.719273448,0.666887701,0.8111099,0.819134951,0.685399413,0.68780303,0.719052613,,,
physic,0.880132437,0.743030429,0.788179815,0.696779251,0.7135818,0.722110868,0.872910678,0.915851772,0.636783898,0.794968069,0.776432902,,,
call,0.382308215,0.284875453,0.12218339,0.254523873,0.279309571,0.281135648,0.418914169,0.395411015,0.311459601,0.257374972,0.298749591,,,
president,0.821783066,0.73909843,0.694103062,0.594245315,0.746393025,0.737594008,0.791499615,0.835110307,0.699340403,0.841195822,0.750036305,,,
important,0.490872294,0.416630149,0.374605864,0.360112935,0.373115659,0.35885042,0.436973929,0.465118051,0.398793399,0.370635837,0.404570854,,,
tool,0.71615392,0.491980284,0.333225071,0.44936794,0.62890923,0.541886508,0.672327876,0.613946915,0.461459845,0.572601497,0.548185909,,,
generally,0.498917103,0.324019551,0.29715991,0.392079145,0.459052891,0.446141183,0.504025996,0.467614979,0.388973624,0.380957335,0.415894172,,,
country,0.75065273,0.616053045,0.621260464,0.534892261,0.67275393,0.600827694,0.702880979,0.746912301,0.722826898,0.621643245,0.659070355,,,
either,0.495284081,0.352082402,0.164309546,0.213795364,0.334132016,0.335961729,0.419513762,0.397443175,0.240779489,0.377494782,0.333079635,,,
online,0.802622676,0.484799802,0.607969046,0.48017931,0.561751306,0.532200396,0.708928466,0.699289322,0.606136978,0.574254513,0.605813181,,,
every,0.542771459,0.405546308,0.271089673,0.318269879,0.390122503,0.392387122,0.429706275,0.545764565,0.443251431,0.420121551,0.415903077,,,
complexity,0.647752047,0.558338106,0.515142858,0.337076932,0.43997997,0.523356259,0.748316228,0.734779656,0.294053435,0.403311759,0.520210725,,,
theoretical,0.645596147,0.465105325,0.390000224,0.453787506,0.486541271,0.501166582,0.729388118,0.685258329,0.431562036,0.506946325,0.529535186,,,
end,0.325816065,0.310145468,0.145483002,0.247170895,0.312909186,0.312372267,0.322378248,0.322249025,0.29166171,0.300639719,0.289082558,,,
test,0.733330667,0.475269645,0.512735069,0.566746294,0.614528358,0.670431495,0.675762951,0.687977076,0.55520314,0.662731111,0.615471581,,,
turing,0.881857038,0.721034229,0.646087945,0.667955697,0.781169713,0.765434086,0.926518261,0.896947384,0.665039301,0.627712071,0.757975572,,,
programmer,0.776560664,0.612164378,0.411457956,0.61083442,0.717406332,0.490662485,0.842846513,0.749177396,0.329899997,0.389753073,0.593076321,,,
created,0.441532969,0.258257002,0.085722968,0.278672874,0.280841649,0.255848795,0.368265957,0.42035985,0.208177,0.24332653,0.284100559,,,
higher,0.756302834,0.574633598,0.565476537,0.592561245,0.555494487,0.658048272,0.663177848,0.627645016,0.604723215,0.660909176,0.625897223,,,
due,0.54962045,0.339250535,0.444295734,0.411185443,0.45180288,0.507513165,0.471798033,0.471758157,0.432943463,0.408394367,0.448856223,,,
million,0.817805707,0.782738328,0.573212624,0.777855992,0.756582141,0.740493,0.779438913,0.795828342,0.693767786,0.750773728,0.746849656,,,
published,0.617711782,0.487864763,0.424256563,0.480396956,0.530250788,0.440538198,0.600315094,0.62561059,0.54776448,0.569668591,0.53243778,,,
binary,0.521068454,0.648977876,0.582098544,0.452570081,0.614610612,0.49051109,0.721419275,0.63715744,0.359611124,0.478834867,0.550685936,,,
table,0.522654891,0.395154625,0.26817742,0.179249689,0.373651117,0.278038532,0.676486611,0.643780172,0.597207189,0.400241643,0.433464189,,,
required,0.536753058,0.427855343,0.377496332,0.416239351,0.391126782,0.441983283,0.592644334,0.592554212,0.414371163,0.459253371,0.465027723,,,
u.s.,0.799237072,0.757053792,0.637078226,0.650052607,0.649736106,0.763658762,0.821055233,0.837162316,0.603037775,0.774845481,0.729291737,,,
still,0.335137784,0.266438544,0.335229158,0.30747661,0.273610562,0.272003561,0.316258937,0.296576411,0.218131691,0.214703813,0.283556707,,,
bit,0.631655395,0.520639479,0.288659453,0.455651879,0.50123471,0.209653139,0.821191013,0.557944059,0.334167391,0.370573223,0.469136974,,,
original,0.359951496,0.271030784,0.227802724,0.335496694,0.332832575,0.323790699,0.422546953,0.39520511,0.279332221,0.248070657,0.319605991,,,
branch,0.735417008,0.344921112,0.260626763,0.27731958,0.31211254,0.344957352,0.572651327,0.552179039,0.311734021,0.453160763,0.41650795,,,
collection,0.62948519,0.361829162,0.426028937,0.587743938,0.597880125,0.415085733,0.61254406,0.658667803,0.522839248,0.513730168,0.532583436,,,
practice,0.685034513,0.422505349,0.304460853,0.467802972,0.53499192,0.528270483,0.61230725,0.612543762,0.477939516,0.459428698,0.510528532,,,
working,0.437577814,0.285385132,0.341953814,0.321459651,0.294467181,0.388854563,0.577689469,0.403640956,0.344778806,0.311647683,0.370745507,,,
former,0.716263354,0.675289452,0.60876298,0.586653173,0.564925432,0.659912348,0.737881839,0.794380128,0.550409913,0.74395597,0.663843459,,,
rather,0.507417619,0.330695003,0.345346779,0.341400892,0.363625377,0.313908279,0.451824546,0.442076951,0.319803447,0.413892478,0.382999137,,,
according,0.377509981,0.231997177,0.319187343,0.257842541,0.153723672,0.342196167,0.344365448,0.384633452,0.348762751,0.27731216,0.303753069,,,
philosophy,0.827732742,0.703498483,0.625097632,0.63231498,0.702036619,0.671007156,0.832532048,0.810734034,0.762683928,0.785121024,0.735275865,,,
right,0.60448122,0.581005812,0.444210231,0.488290876,0.430658549,0.557839036,0.53009367,0.573099315,0.44042486,0.489471078,0.513957465,,,
instead,0.400856882,0.257539839,0.211794123,0.220420942,0.353796631,0.321589619,0.359408915,0.428544134,0.158624619,0.33422929,0.304680499,,,
issue,0.621460736,0.474263906,0.406668007,0.31169948,0.439334542,0.589735448,0.518032074,0.500344217,0.501223624,0.498802423,0.486156446,,,
instance,0.451554149,0.288374037,0.238564417,0.184347585,0.35146901,0.272574067,0.379140943,0.395486176,0.299548239,0.283412993,0.314447162,,,
others,0.393408716,0.218707949,0.312082291,0.180713058,0.196325898,0.276390612,0.35693416,0.351167291,0.205915079,0.261517823,0.275316288,,,
event,0.67701906,0.498197436,0.579714358,0.461722761,0.527722597,0.587125242,0.588644445,0.595818222,0.513903379,0.583075523,0.561294302,,,
small,0.419591308,0.270506412,0.277383476,0.291408271,0.335847914,0.364135653,0.385438949,0.380323678,0.237213403,0.293923438,0.32557725,,,
distributed,0.592820108,0.509741902,0.308692008,0.131034687,0.285737962,0.292224616,0.583634257,0.54085201,0.208989367,0.25024128,0.37039682,,,
current,0.392488092,0.163019389,0.294384122,0.208327293,0.262729943,0.385166317,0.407397866,0.340266079,0.231051609,0.236123398,0.292095411,,,
window,0.737601101,0.67620343,0.313480526,0.462887347,0.573366761,0.49037239,0.752710342,0.752454937,0.481779516,0.554170847,0.57950272,,,
offer,0.699472487,0.404484898,0.418908894,0.444177359,0.529465318,0.505253613,0.676540732,0.718556046,0.427677035,0.611794174,0.543633056,,,
idea,0.619022906,0.50408119,0.433335841,0.442279428,0.462622464,0.494658619,0.6018399,0.525368392,0.458236635,0.436809152,0.497825453,,,
become,0.389905095,0.33247444,0.290880978,0.356828719,0.307156682,0.342294872,0.359845042,0.374053597,0.360468805,0.359284729,0.347319296,,,
pointer,0.756715536,0.72417134,0.417057037,0.280050844,0.478960454,0.19876577,0.895672202,0.655519247,0.264149755,0.326343268,0.499740545,,,
association,0.675429642,0.593791664,0.514031708,0.557639301,0.498161405,0.558176816,0.66279918,0.713771582,0.548591197,0.620483696,0.594287619,,,
error,0.691010773,0.556532085,0.498731613,0.476800382,0.623386323,0.573776722,0.808687031,0.657893121,0.519215882,0.54397285,0.595000678,,,
war,0.766635716,0.79051882,0.724992216,0.468931884,0.714300931,0.711735845,0.82083106,0.8230322,0.73190105,0.726481855,0.727936158,,,
text,0.687387526,0.492491573,0.498701453,0.472728521,0.557715893,0.543892503,0.739783645,0.65607363,0.559808373,0.541724443,0.575030756,,,
foundation,0.635173023,0.537279963,0.408463657,0.400859654,0.505268991,0.550645471,0.653275371,0.589968979,0.471977025,0.563723385,0.531663552,,,
team,0.766523361,0.725340724,0.695132792,0.595191002,0.660067618,0.73708111,0.709075868,0.729337454,0.64587909,0.726338029,0.698996705,,,
graduate,0.866363287,0.787947416,0.749027312,0.663217366,0.681863487,0.836311102,0.818390012,0.891711175,0.748511374,0.759652734,0.780299526,,,
sometimes,0.514901936,0.405276775,0.309665382,0.514193535,0.418156028,0.387244374,0.551221073,0.545637608,0.425669968,0.349604517,0.44215712,,,
protocol,0.85863471,0.422630787,0.49538368,0.522093534,0.753859699,0.504734039,0.850016296,0.808345854,0.459405541,0.471434206,0.614653835,,,
allow,0.562877893,0.414853811,0.31396386,0.312087297,0.528351128,0.438321859,0.55549401,0.519879758,0.383718729,0.397053093,0.442660144,,,
page,0.569795191,0.432970792,0.386753321,0.355673164,0.517418146,0.402156621,0.550135672,0.504175782,0.454391241,0.470910847,0.464438078,,,
special,0.409057021,0.274293154,0.257891297,0.309304208,0.340407759,0.242120981,0.371235549,0.367025286,0.202104896,0.158848435,0.293228859,,,
includes,0.441935837,0.335524261,0.310448617,0.362495095,0.393244237,0.429410756,0.488671869,0.491162598,0.292642266,0.328353703,0.387388924,,,
record,0.540208042,0.402513087,0.269553781,0.402331114,0.425471008,0.405751646,0.579724491,0.517376602,0.427318484,0.455745727,0.442599398,,,
allows,0.584051728,0.394383162,0.418866932,0.323690653,0.485688955,0.485064447,0.629052818,0.559722781,0.455098212,0.471066445,0.480668613,,,
free,0.454441547,0.328485489,0.346852362,0.301819384,0.297192901,0.353426963,0.492468923,0.47227627,0.193255082,0.242525563,0.348274449,,,
addition,0.394152075,0.13104941,0.073410302,0.149391502,0.245580733,0.265942156,0.329033762,0.407888561,0.118564412,0.204719305,0.231973222,,,
researcher,0.756146669,0.565819383,0.594790637,0.60200727,0.576051712,0.611116469,0.680802166,0.682918072,0.565579891,0.669861138,0.630509341,,,
introduced,0.361456573,0.234150082,0.214186415,0.232071847,0.237588435,0.253830671,0.431343317,0.420969188,0.223957166,0.201312497,0.281086619,,,
graph,0.820487738,0.684285462,0.4052369,0.416058064,0.584668696,0.616411567,0.751444995,0.851912618,0.340459824,0.546404421,0.601737028,,,
york,0.774171293,0.670855403,0.668742537,0.617931664,0.638061881,0.705615222,0.768354297,0.81577301,0.681859136,0.721023977,0.706238842,,,
simple,0.571993887,0.310504556,0.318119168,0.265795678,0.438843548,0.42065838,0.663028359,0.526189804,0.353634894,0.348750383,0.421751866,,,
mechanical,0.786906004,0.576917887,0.59230113,0.568325996,0.635925531,0.654714525,0.863210738,0.788322449,0.465193331,0.459206313,0.63910239,,,
built,0.590656996,0.499912798,0.48584643,0.511177838,0.562524498,0.446436793,0.678701818,0.62260735,0.473876297,0.576089442,0.544783026,,,
perform,0.637619138,0.428621203,0.341258377,0.334896535,0.433736712,0.345332056,0.663760364,0.631827056,0.389760077,0.376166672,0.458297819,,,
integrated,0.697069407,0.594961345,0.385375768,0.429933429,0.459050089,0.536525846,0.79900521,0.742945492,0.344206244,0.576561868,0.55656347,,,
abstract,0.587377369,0.354991138,0.564902961,0.417267889,0.596704543,0.525390446,0.712239683,0.496283114,0.421464622,0.440620959,0.511724272,,,
range,0.660425842,0.456079543,0.326942384,0.38625595,0.470147699,0.521405935,0.62952286,0.530280173,0.408275902,0.414637357,0.480397364,,,
dynamic,0.599918723,0.537560165,0.394992679,0.456050545,0.431213379,0.452993363,0.689462066,0.640610158,0.411100805,0.388642073,0.500254396,,,
block,0.470919788,0.359882325,0.130881011,0.211940274,0.333523333,0.442222565,0.607500196,0.427454472,0.226923212,0.329955131,0.354120231,,,
action,0.663965285,0.275914699,0.415289611,0.278645098,0.483409464,0.488355279,0.499484777,0.511647701,0.363399655,0.343058467,0.432317004,,,
around,0.479084104,0.386974335,0.336481214,0.325171769,0.443950623,0.421532989,0.487551302,0.483536571,0.397458643,0.391690075,0.415343162,,,
medical,0.785770059,0.684339345,0.693877518,0.66724664,0.687740505,0.721986532,0.710341811,0.682774782,0.739031732,0.574517846,0.694762677,,,
place,0.405490339,0.28833276,0.331935346,0.351066887,0.313916743,0.312089175,0.288268089,0.373698711,0.352360904,0.328795224,0.334595418,,,
engine,0.78251487,0.581268013,0.526986301,0.443369448,0.691808343,0.606360853,0.754879892,0.65634799,0.441809773,0.654068053,0.613941354,,,
best,0.64038986,0.493037879,0.398338079,0.434510291,0.583126009,0.494990081,0.58528173,0.652844608,0.497676492,0.579090953,0.535928598,,,
return,0.38227722,0.302434504,0.209190816,0.20601666,0.231379792,0.255897135,0.389472783,0.360338688,0.266704649,0.22965546,0.283336771,,,
principle,0.653776467,0.565720141,0.541497886,0.518348753,0.456511348,0.437067956,0.610422492,0.606757998,0.499909818,0.532866776,0.542287964,,,
certain,0.584121525,0.491716415,0.409933925,0.38912645,0.462080956,0.463979304,0.582496583,0.532500207,0.46391207,0.45816505,0.483803248,,,
focus,0.661827624,0.429213196,0.415101677,0.348209798,0.501877725,0.457360774,0.544568181,0.545083344,0.478686333,0.553056419,0.493498507,,,
ontology,0.890193164,0.541581094,0.546398222,1,0.628147602,0.435404092,0.781594038,0.737911344,0.533445001,0.709363937,0.680403849,,,
cpu,0.718270123,0.778688192,0.57856524,0.684938014,0.848747671,1,0.914220154,0.855305076,0.756222486,0.610526502,0.774548346,,,
role,0.63780272,0.541441381,0.435332507,0.403431535,0.528627932,0.485665232,0.578216612,0.632548571,0.501954973,0.5220083,0.526702976,,,
algebra,0.817440271,0.760991812,0.471940905,0.526877165,0.754288435,0.61521703,0.855928123,0.793167233,0.466743916,0.489067525,0.655166242,,,
child,0.641500473,0.600319564,0.669255197,0.58231926,0.626928389,0.605184376,0.635445654,0.637890518,0.633478463,0.580863535,0.621318543,,,
making,0.443517715,0.243043646,0.210829288,0.240492567,0.147133142,0.333773792,0.309463412,0.35406357,0.194900379,0.241696969,0.271891448,,,
server,0.811407208,0.813188255,0.661451519,0.74273473,0.824500978,0.758638084,0.892500758,0.829863429,0.607359111,0.620161593,0.756180567,,,
statement,0.570264041,0.430267215,0.41848737,0.367733002,0.47753638,0.505209327,0.628174067,0.451532781,0.321698308,0.375955582,0.454685807,,,
community,0.645046771,0.532990992,0.559201777,0.535166085,0.548643291,0.525883734,0.563981175,0.613143444,0.552817822,0.575321853,0.565219694,,,
domain,0.763145506,0.442476004,0.320784539,0.285814971,0.421990454,0.261782199,0.661596775,0.606195092,0.470237851,0.35909152,0.459311491,,,
local,0.63207078,0.448589146,0.401249558,0.407844394,0.427412242,0.423787236,0.448041141,0.477429241,0.406657666,0.455468565,0.452854997,,,
note,0.397280693,0.203490481,0.316566646,0.349878907,0.277695745,0.242803529,0.343609452,0.389335811,0.285451919,0.25490734,0.306102052,,,
location,0.594168305,0.428507924,0.288155586,0.445247501,0.525917828,0.399682522,0.61647743,0.491159856,0.422639787,0.424809903,0.463676664,,,
technical,0.643995285,0.383983433,0.445147842,0.505064785,0.455191314,0.513035834,0.69436866,0.728347838,0.367281377,0.541862667,0.527827904,,,
global,0.682991505,0.475356072,0.443181962,0.536174357,0.469921201,0.585032344,0.531942666,0.577161908,0.449157745,0.489313692,0.524023345,,,
behavior,0.784105301,0.591630518,0.636987984,0.446246922,0.715530336,0.636352897,0.723590493,0.614616156,0.621999025,0.684102118,0.645516175,,,
health,0.874299407,0.780570388,0.764278829,0.760951281,0.752895892,0.775853515,0.819167852,0.812967837,0.757063806,0.759673178,0.785772198,,,
java,0.720001101,0.43615225,0.296352059,0.241681203,0.472570986,0.335577607,0.666193902,0.629704952,0.249277726,0.220276475,0.426778826,,,
provides,0.593675375,0.294546902,0.540384173,0.400529087,0.45248419,0.408252329,0.586579978,0.583753347,0.495512426,0.436198503,0.479191631,,,
create,0.605643451,0.446574807,0.355448008,0.312907517,0.563327134,0.459222227,0.564403653,0.576049924,0.417238772,0.389344335,0.469015983,,,
store,0.582735777,0.444055647,0.453671277,0.324848861,0.396581888,0.358622968,0.725818396,0.572530091,0.459536195,0.46471855,0.478311965,,,
author,0.664943635,0.529806197,0.529706657,0.563392818,0.492245108,0.454768896,0.699348032,0.746001303,0.593905509,0.620743036,0.589486119,,,
representation,0.626916409,0.44495669,0.457911193,0.455483764,0.389272809,0.357684821,0.588032961,0.561521769,0.41243884,0.345944583,0.464016384,,,
